,NIP,Cl_Parcours1,Cl_T1,X_abscisse
110,N200705092,0.0,1.0,14.300626304801623
800,N201806398,0.0,1.0,14.405010438413314
674,N201804921,0.0,1.0,14.509394572025004
646,N201804453,0.0,1.0,14.613778705636694
870,N201806931,0.0,1.0,14.718162839248384
957,N201900044,0.0,1.0,14.822546972860074
176,N201201037,0.0,1.0,14.926931106471764
915,N201807436,0.0,1.0,15.031315240083455
166,N201105263,0.0,1.0,15.135699373695145
737,N201805634,0.0,1.0,15.240083507306835
949,N201900036,0.0,1.0,15.344467640918525
692,N201805133,0.0,1.0,15.448851774530215
792,N201806331,0.0,1.0,15.553235908141906
893,N201807177,0.0,1.0,15.657620041753596
918,N201900002,0.0,1.0,15.762004175365286
667,N201804780,0.0,1.0,15.866388308976976
896,N201807209,0.0,1.0,15.970772442588666
883,N201807067,0.0,1.0,16.075156576200357
905,N201807340,0.0,1.0,16.17954070981205
793,N201806335,0.0,1.0,16.28392484342374
173,N201200301,0.0,1.0,16.388308977035432
484,N201800045,0.0,1.0,16.492693110647124
73,N200303693,0.0,1.0,16.597077244258816
34,N199503168,0.0,1.0,16.70146137787051
25,N199300284,0.0,1.0,16.8058455114822
812,N201806478,0.0,1.0,16.910229645093892
662,N201804723,0.0,1.0,17.014613778705584
789,N201806295,0.0,1.0,17.118997912317276
119,N200802981,0.0,1.0,17.223382045928968
38,N199702998,0.0,1.0,17.32776617954066
24,N199202365,0.0,1.0,17.432150313152352
954,N201900041,0.0,1.0,17.536534446764044
89,N200600654,0.0,1.0,17.640918580375736
12,N198702410,0.0,1.0,17.745302713987428
8,N198600228,0.0,1.0,17.84968684759912
179,N201201762,0.0,1.0,17.954070981210812
106,N200702163,0.0,1.0,18.058455114822504
224,N201305984,0.0,1.0,18.162839248434196
944,N201900029,0.0,1.0,18.267223382045888
857,N201806789,0.0,1.0,18.37160751565758
30,N199402447,0.0,1.0,18.47599164926927
825,N201806561,0.0,1.0,18.580375782880964
754,N201805836,0.0,1.0,18.684759916492656
865,N201806883,0.0,1.0,18.789144050104348
99,N200604992,0.0,1.0,18.89352818371604
885,N201807070,0.0,1.0,18.99791231732773
97,N200603450,0.0,1.0,19.102296450939424
908,N201807368,0.0,1.0,19.206680584551115
123,N200804686,0.0,2.0,19.311064718162807
80,N200401716,0.0,2.0,19.4154488517745
75,N200304007,0.0,2.0,19.51983298538619
482,N201800012,0.0,2.0,19.624217118997883
186,N201203100,0.0,2.0,19.728601252609575
231,N201307669,0.0,2.0,19.832985386221267
440,N201704974,0.0,2.0,19.93736951983296
137,N200904151,0.0,2.0,20.04175365344465
223,N201305983,0.0,2.0,20.146137787056343
333,N201601193,0.0,2.0,20.250521920668035
435,N201704212,0.0,2.0,20.354906054279727
292,N201502761,0.0,2.0,20.45929018789142
319,N201506765,0.0,2.0,20.56367432150311
404,N201701652,0.0,2.0,20.668058455114803
420,N201702935,0.0,2.0,20.772442588726495
209,N201303568,0.0,2.0,20.876826722338187
219,N201305357,0.0,2.0,20.98121085594988
464,N201706288,0.0,2.0,21.08559498956157
58,N200200514,0.0,2.0,21.189979123173263
374,N201605830,0.0,2.0,21.294363256784955
352,N201602884,0.0,2.0,21.398747390396647
398,N201701289,0.0,2.0,21.50313152400834
254,N201403762,0.0,2.0,21.60751565762003
140,N200904623,0.0,2.0,21.711899791231723
255,N201403835,0.0,2.0,21.816283924843415
266,N201405805,0.0,2.0,21.920668058455107
432,N201704012,0.0,2.0,22.0250521920668
128,N200901835,0.0,2.0,22.12943632567849
358,N201604050,0.0,2.0,22.233820459290182
246,N201402594,0.0,2.0,22.338204592901874
353,N201602947,0.0,2.0,22.442588726513566
494,N201800720,0.0,2.0,22.54697286012526
214,N201304664,0.0,2.0,22.65135699373695
162,N201102217,0.0,2.0,22.755741127348642
369,N201605504,0.0,2.0,22.860125260960334
361,N201604379,0.0,2.0,22.964509394572026
469,N201706598,0.0,2.0,23.068893528183718
112,N200800424,0.0,2.0,23.17327766179541
143,N200905507,0.0,2.0,23.277661795407102
50,N200000372,0.0,2.0,23.382045929018794
452,N201705694,0.0,2.0,23.486430062630486
461,N201706192,0.0,2.0,23.590814196242178
46,N199900994,0.0,2.0,23.69519832985387
78,N200400662,0.0,2.0,23.799582463465562
184,N201202930,0.0,2.0,23.903966597077254
253,N201403736,0.0,2.0,24.008350730688946
291,N201502685,0.0,2.0,24.112734864300638
57,N200200426,0.0,2.0,24.21711899791233
10,N198600899,0.0,2.0,24.32150313152402
90,N200600743,0.0,2.0,24.425887265135714
116,N200802194,0.0,2.0,24.530271398747406
127,N200900380,0.0,2.0,24.634655532359098
62,N200201832,0.0,2.0,24.73903966597079
340,N201601699,0.0,2.0,24.84342379958248
165,N201104285,0.0,2.0,24.947807933194174
52,N200004345,0.0,2.0,25.052192066805866
490,N201800429,0.0,2.0,25.156576200417557
13,N198704237,0.0,2.0,25.26096033402925
299,N201503480,0.0,2.0,25.36534446764094
307,N201504281,0.0,2.0,25.469728601252633
504,N201801154,0.0,2.0,25.574112734864325
36,N199701601,0.0,2.0,25.678496868476017
47,N199901170,0.0,2.0,25.78288100208771
263,N201405518,0.0,2.0,25.8872651356994
496,N201800768,0.0,2.0,25.991649269311093
95,N200601727,0.0,2.0,26.096033402922785
211,N201304212,0.0,2.0,26.200417536534477
160,N201101571,0.0,2.0,26.30480167014617
183,N201202658,0.0,2.0,26.40918580375786
118,N200802677,0.0,2.0,26.513569937369553
202,N201300982,0.0,2.0,26.617954070981245
222,N201305765,0.0,2.0,26.722338204592937
316,N201505996,0.0,2.0,26.82672233820463
236,N201400750,0.0,2.0,26.93110647181632
188,N201203646,0.0,2.0,27.035490605428013
351,N201602880,0.0,2.0,27.139874739039705
483,N201800036,0.0,2.0,27.244258872651397
289,N201502656,0.0,2.0,27.34864300626309
296,N201503079,0.0,2.0,27.45302713987478
259,N201404293,0.0,2.0,27.557411273486473
174,N201200611,0.0,2.0,27.661795407098165
285,N201501828,0.0,2.0,27.766179540709857
381,N201606277,0.0,2.0,27.87056367432155
430,N201703896,0.0,2.0,27.97494780793324
45,N199804183,0.0,2.0,28.079331941544933
451,N201705576,0.0,2.0,28.183716075156624
3,N198403316,0.0,2.0,28.288100208768316
169,N201105767,0.0,2.0,28.39248434238001
35,N199701151,0.0,2.0,28.4968684759917
298,N201503276,0.0,2.0,28.601252609603392
256,N201403891,0.0,2.0,28.705636743215084
93,N200601293,0.0,2.0,28.810020876826776
514,N201801476,0.0,2.0,28.91440501043847
493,N201800626,0.0,2.0,29.01878914405016
552,N201802424,0.0,2.0,29.123173277661852
304,N201504019,0.0,2.0,29.227557411273544
370,N201605563,0.0,2.0,29.331941544885236
61,N200201750,0.0,2.0,29.436325678496928
228,N201306912,0.0,2.0,29.54070981210862
234,N201400337,0.0,2.0,29.645093945720312
441,N201705029,0.0,2.0,29.749478079332004
15,N198806015,0.0,2.0,29.853862212943696
146,N201000080,0.0,2.0,29.958246346555388
189,N201203710,0.0,2.0,30.06263048016708
148,N201000969,0.0,2.0,30.167014613778772
423,N201703312,0.0,2.0,30.271398747390464
265,N201405759,0.0,2.0,30.375782881002156
161,N201101601,0.0,2.0,30.480167014613848
42,N199801868,0.0,2.0,30.58455114822554
177,N201201591,0.0,2.0,30.68893528183723
193,N201205073,0.0,2.0,30.793319415448924
479,N201707219,0.0,2.0,30.897703549060616
384,N201606455,0.0,2.0,31.002087682672308
102,N200700792,0.0,2.0,31.106471816284
312,N201504869,0.0,2.0,31.21085594989569
528,N201801854,0.0,2.0,31.315240083507383
20,N198903744,0.0,2.0,31.419624217119075
111,N200706622,0.0,2.0,31.524008350730767
1,N198302025,0.0,2.0,31.62839248434246
27,N199301601,0.0,2.0,31.73277661795415
356,N201603181,0.0,2.0,31.837160751565843
550,N201802393,0.0,2.0,31.941544885177535
250,N201403231,0.0,2.0,32.045929018789224
229,N201307363,0.0,2.0,32.15031315240091
84,N200502077,0.0,2.0,32.2546972860126
53,N200100036,0.0,2.0,32.35908141962429
153,N201005274,0.0,2.0,32.46346555323598
400,N201701408,0.0,2.0,32.567849686847666
390,N201700487,0.0,2.0,32.672233820459354
66,N200301671,0.0,2.0,32.77661795407104
139,N200904592,0.0,2.0,32.88100208768273
164,N201102487,0.0,2.0,32.98538622129442
23,N199106382,0.0,2.0,33.08977035490611
41,N199800296,0.0,2.0,33.194154488517796
212,N201304295,0.0,2.0,33.298538622129485
273,N201407093,0.0,2.0,33.40292275574117
32,N199501208,0.0,2.0,33.50730688935286
553,N201802492,0.0,2.0,33.61169102296455
77,N200400050,0.0,2.0,33.71607515657624
104,N200701843,0.0,2.0,33.82045929018793
288,N201502590,0.0,2.0,33.924843423799615
200,N201206459,0.0,2.0,34.0292275574113
194,N201205149,0.0,2.0,34.13361169102299
267,N201405973,0.0,2.0,34.23799582463468
522,N201801736,0.0,2.0,34.34237995824637
402,N201701530,0.0,2.0,34.44676409185806
565,N201802694,0.0,2.0,34.551148225469746
125,N200806496,0.0,2.0,34.655532359081434
546,N201802317,0.0,2.0,34.75991649269312
147,N201000858,0.0,2.0,34.86430062630481
591,N201803419,0.0,2.0,34.9686847599165
83,N200501731,0.0,2.0,35.07306889352819
419,N201702891,0.0,2.0,35.177453027139876
357,N201603355,0.0,2.0,35.281837160751564
26,N199301061,0.0,2.0,35.38622129436325
208,N201302780,0.0,2.0,35.49060542797494
294,N201503003,0.0,2.0,35.59498956158663
258,N201404118,0.0,2.0,35.69937369519832
268,N201406074,0.0,2.0,35.80375782881001
360,N201604178,0.0,2.0,35.908141962421695
129,N200902650,0.0,2.0,36.01252609603338
98,N200604577,0.0,2.0,36.11691022964507
130,N200902874,0.0,2.0,36.22129436325676
382,N201606340,0.0,2.0,36.32567849686845
59,N200200738,0.0,2.0,36.43006263048014
876,N201807030,0.0,3.0,36.534446764091825
152,N201004260,0.0,4.0,36.638830897703514
280,N201500989,0.0,4.0,36.7432150313152
257,N201403980,0.0,4.0,36.84759916492689
407,N201702120,0.0,4.0,36.95198329853858
151,N201004076,0.0,4.0,37.05636743215027
247,N201402747,0.0,4.0,37.160751565761956
392,N201700726,0.0,4.0,37.265135699373644
282,N201501680,0.0,4.0,37.36951983298533
163,N201102366,0.0,4.0,37.47390396659702
488,N201800152,0.0,4.0,37.57828810020871
397,N201701219,0.0,4.0,37.6826722338204
394,N201700829,0.0,4.0,37.787056367432086
335,N201601477,0.0,4.0,37.891440501043775
74,N200303812,0.0,4.0,37.99582463465546
365,N201604693,0.0,4.0,38.10020876826715
433,N201704034,0.0,4.0,38.20459290187884
478,N201707102,0.0,4.0,38.30897703549053
621,N201803999,0.0,4.0,38.41336116910222
252,N201403696,0.0,4.0,38.517745302713905
207,N201302471,0.0,4.0,38.622129436325594
206,N201302006,0.0,4.0,38.72651356993728
218,N201305180,0.0,4.0,38.83089770354897
309,N201504609,0.0,4.0,38.93528183716066
408,N201702132,0.0,4.0,39.03966597077235
108,N200704463,0.0,4.0,39.144050104384036
456,N201706031,0.0,4.0,39.248434237995724
566,N201802708,0.0,4.0,39.35281837160741
156,N201006915,0.0,4.0,39.4572025052191
448,N201705402,0.0,4.0,39.56158663883079
373,N201605814,0.0,4.0,39.66597077244248
269,N201406431,0.0,4.0,39.770354906054166
439,N201704685,0.0,4.0,39.874739039665855
22,N199100865,0.0,4.0,39.97912317327754
618,N201803897,0.0,4.0,40.08350730688923
331,N201601079,0.0,4.0,40.18789144050092
385,N201606838,0.0,4.0,40.29227557411261
543,N201802258,0.0,4.0,40.3966597077243
346,N201602351,0.0,4.0,40.501043841335985
230,N201307572,0.0,4.0,40.60542797494767
311,N201504734,0.0,4.0,40.70981210855936
597,N201803500,0.0,4.0,40.81419624217105
372,N201605700,0.0,4.0,40.91858037578274
281,N201501000,0.0,4.0,41.02296450939443
171,N201106775,0.0,4.0,41.127348643006115
249,N201403201,0.0,4.0,41.231732776617804
395,N201700901,0.0,4.0,41.33611691022949
487,N201800109,0.0,4.0,41.44050104384118
401,N201701489,0.0,4.0,41.54488517745287
64,N200204146,0.0,4.0,41.64926931106456
719,N201805388,0.0,4.0,41.753653444676246
339,N201601580,0.0,4.0,41.858037578287934
378,N201606233,0.0,4.0,41.96242171189962
172,N201106871,0.0,4.0,42.06680584551131
310,N201504689,0.0,4.0,42.171189979123
486,N201800055,0.0,4.0,42.27557411273469
507,N201801296,0.0,4.0,42.379958246346376
442,N201705121,0.0,4.0,42.484342379958065
509,N201801322,0.0,4.0,42.58872651356975
262,N201404628,0.0,4.0,42.69311064718144
476,N201707031,0.0,4.0,42.79749478079313
100,N200605555,0.0,4.0,42.90187891440482
278,N201500660,0.0,4.0,43.00626304801651
94,N200601652,0.0,4.0,43.110647181628195
334,N201601334,0.0,4.0,43.215031315239884
180,N201201829,0.0,4.0,43.31941544885157
623,N201804085,0.0,4.0,43.42379958246326
599,N201803528,0.0,4.0,43.52818371607495
447,N201705382,0.0,4.0,43.63256784968664
571,N201802856,0.0,4.0,43.736951983298326
215,N201304742,0.0,4.0,43.841336116910014
576,N201802947,0.0,4.0,43.9457202505217
438,N201704660,0.0,4.0,44.05010438413339
226,N201306207,0.0,4.0,44.15448851774508
275,N201407417,0.0,4.0,44.25887265135677
150,N201003278,0.0,4.0,44.363256784968456
414,N201702654,0.0,4.0,44.467640918580145
581,N201803093,0.0,4.0,44.57202505219183
431,N201703918,0.0,4.0,44.67640918580352
157,N201006939,0.0,4.0,44.78079331941521
308,N201504323,0.0,4.0,44.8851774530269
243,N201402369,0.0,4.0,44.98956158663859
187,N201203378,0.0,4.0,45.093945720250275
105,N200701980,0.0,4.0,45.198329853861964
691,N201805132,0.0,4.0,45.30271398747365
503,N201801047,0.0,4.0,45.40709812108534
739,N201805658,0.0,4.0,45.51148225469703
412,N201702572,0.0,4.0,45.61586638830872
5,N198502208,0.0,4.0,45.720250521920406
418,N201702804,0.0,4.0,45.824634655532094
86,N200504430,0.0,4.0,45.92901878914378
344,N201602132,0.0,4.0,46.03340292275547
136,N200903897,0.0,4.0,46.13778705636716
611,N201803775,0.0,4.0,46.24217118997885
779,N201806185,0.0,4.0,46.346555323590536
87,N200504495,0.0,4.0,46.450939457202225
544,N201802263,0.0,4.0,46.55532359081391
142,N200904972,0.0,4.0,46.6597077244256
220,N201305580,0.0,4.0,46.76409185803729
687,N201805109,0.0,4.0,46.86847599164898
548,N201802324,0.0,4.0,46.97286012526067
718,N201805381,0.0,4.0,47.077244258872355
459,N201706141,0.0,4.0,47.18162839248404
313,N201505285,0.0,4.0,47.28601252609573
760,N201805934,0.0,4.0,47.39039665970742
405,N201702058,0.0,4.0,47.49478079331911
320,N201506798,0.0,4.0,47.5991649269308
643,N201804406,0.0,4.0,47.703549060542485
770,N201806061,0.0,4.0,47.807933194154174
559,N201802542,0.0,4.0,47.91231732776586
17,N198901701,0.0,4.0,48.01670146137755
570,N201802854,0.0,4.0,48.12108559498924
588,N201803347,0.0,4.0,48.22546972860093
411,N201702513,0.0,4.0,48.329853862212616
68,N200302052,0.0,4.0,48.434237995824304
145,N200906515,0.0,4.0,48.53862212943599
232,N201308004,0.0,4.0,48.64300626304768
593,N201803436,0.0,4.0,48.74739039665937
875,N201807023,0.0,4.0,48.85177453027106
190,N201203856,0.0,4.0,48.956158663882746
376,N201606026,0.0,4.0,49.060542797494435
620,N201803976,0.0,4.0,49.16492693110612
798,N201806365,0.0,4.0,49.26931106471781
856,N201806786,0.0,4.0,49.3736951983295
685,N201805107,0.0,4.0,49.47807933194119
706,N201805284,0.0,4.0,49.58246346555288
714,N201805332,0.0,4.0,49.686847599164565
427,N201703607,0.0,4.0,49.791231732776254
21,N199006074,0.0,4.0,49.89561586638794
199,N201206329,0.0,4.0,49.99999999999963
244,N201402450,0.0,4.0,50.10438413361132
124,N200805703,0.0,4.0,50.20876826722301
135,N200903854,0.0,4.0,50.313152400834696
799,N201806370,0.0,4.0,50.417536534446384
847,N201806717,0.0,4.0,50.52192066805807
824,N201806548,0.0,4.0,50.62630480166976
886,N201807077,0.0,4.0,50.73068893528145
795,N201806343,0.0,4.0,50.83507306889314
909,N201807376,0.0,4.0,50.939457202504826
286,N201501838,0.0,4.0,51.043841336116515
203,N201300990,0.0,4.0,51.1482254697282
854,N201806767,0.0,4.0,51.25260960333989
872,N201806946,0.0,4.0,51.35699373695158
889,N201807105,0.0,4.0,51.46137787056327
888,N201807092,0.0,4.0,51.56576200417496
916,N201807452,0.0,4.0,51.670146137786645
399,N201701403,0.0,4.0,51.77453027139833
923,N201900007,0.0,4.0,51.87891440501002
114,N200802092,0.0,5.0,51.98329853862171
51,N200000791,0.0,5.0,52.0876826722334
92,N200600841,0.0,5.0,52.19206680584509
279,N201500687,0.0,5.0,52.296450939456776
300,N201503587,0.0,5.0,52.400835073068464
437,N201704399,0.0,5.0,52.50521920668015
470,N201706657,0.0,5.0,52.60960334029184
63,N200201878,0.0,5.0,52.71398747390353
82,N200500254,0.0,5.0,52.81837160751522
500,N201800874,0.0,5.0,52.922755741126906
260,N201404316,0.0,5.0,53.027139874738594
221,N201305679,0.0,5.0,53.13152400835028
502,N201801031,0.0,5.0,53.23590814196197
428,N201703625,0.0,5.0,53.34029227557366
375,N201605997,0.0,5.0,53.44467640918535
213,N201304431,0.0,5.0,53.54906054279704
386,N201607001,0.0,5.0,53.653444676408725
498,N201800823,0.0,5.0,53.75782881002041
295,N201503063,0.0,5.0,53.8622129436321
261,N201404524,0.0,5.0,53.96659707724379
79,N200401550,0.0,5.0,54.07098121085548
48,N199904079,0.0,5.0,54.17536534446717
69,N200302575,0.0,5.0,54.279749478078855
198,N201205940,0.0,5.0,54.384133611690544
332,N201601143,0.0,5.0,54.48851774530223
240,N201401275,0.0,5.0,54.59290187891392
227,N201306481,0.0,5.0,54.69728601252561
371,N201605613,0.0,5.0,54.8016701461373
305,N201504157,0.0,5.0,54.906054279748986
290,N201502664,0.0,5.0,55.010438413360674
328,N201600746,0.0,5.0,55.11482254697236
117,N200802253,0.0,5.0,55.21920668058405
315,N201505841,0.0,5.0,55.32359081419574
175,N201200769,0.0,5.0,55.42797494780743
463,N201706265,0.0,5.0,55.532359081419116
233,N201400228,0.0,5.0,55.636743215030805
67,N200302044,0.0,5.0,55.74112734864249
277,N201500553,0.0,5.0,55.84551148225418
306,N201504209,0.0,5.0,55.94989561586587
421,N201703039,0.0,5.0,56.05427974947756
326,N201600522,0.0,5.0,56.15866388308925
133,N200903552,0.0,5.0,56.263048016700935
343,N201602001,0.0,5.0,56.367432150312624
272,N201406988,0.0,5.0,56.47181628392431
216,N201304833,0.0,5.0,56.576200417536
16,N198900219,0.0,5.0,56.68058455114769
201,N201206576,0.0,5.0,56.78496868475938
453,N201705786,0.0,5.0,56.889352818371066
536,N201801999,0.0,5.0,56.993736951982754
592,N201803420,0.0,5.0,57.09812108559444
276,N201500260,0.0,5.0,57.20250521920613
235,N201400367,0.0,5.0,57.30688935281782
633,N201804317,0.0,5.0,57.41127348642951
197,N201205846,0.0,5.0,57.515657620041196
242,N201402294,0.0,5.0,57.620041753652885
56,N200104074,0.0,5.0,57.72442588726457
458,N201706115,0.0,5.0,57.82881002087626
462,N201706241,0.0,5.0,57.93319415448795
170,N201106594,0.0,5.0,58.03757828809964
348,N201602601,0.0,5.0,58.14196242171133
393,N201700788,0.0,5.0,58.246346555323015
314,N201505459,0.0,5.0,58.3507306889347
103,N200701005,0.0,5.0,58.45511482254639
383,N201606342,0.0,5.0,58.55949895615808
81,N200403465,0.0,5.0,58.66388308976977
716,N201805357,0.0,5.0,58.76826722338146
271,N201406618,0.0,5.0,58.872651356993146
107,N200702938,0.0,5.0,58.977035490604834
388,N201700195,0.0,5.0,59.08141962421652
389,N201700324,0.0,5.0,59.18580375782821
387,N201700156,0.0,5.0,59.2901878914399
474,N201706982,0.0,5.0,59.39457202505159
237,N201400893,0.0,5.0,59.498956158663276
475,N201706998,0.0,5.0,59.603340292274964
672,N201804888,0.0,5.0,59.70772442588665
76,N200304353,0.0,5.0,59.81210855949834
318,N201506622,0.0,5.0,59.91649269311003
322,N201507075,0.0,5.0,60.02087682672172
613,N201803799,0.0,5.0,60.12526096033341
159,N201101562,0.0,5.0,60.229645093945095
379,N201606239,0.0,5.0,60.33402922755678
391,N201700699,0.0,5.0,60.43841336116847
245,N201402464,0.0,5.0,60.54279749478016
43,N199803949,0.0,5.0,60.64718162839185
132,N200903189,0.0,5.0,60.75156576200354
191,N201204512,0.0,5.0,60.855949895615225
196,N201205688,0.0,5.0,60.960334029226914
120,N200803270,0.0,5.0,61.0647181628386
241,N201401810,0.0,5.0,61.16910229645029
284,N201501780,0.0,5.0,61.27348643006198
85,N200503450,0.0,5.0,61.37787056367367
210,N201303893,0.0,5.0,61.482254697285356
4,N198412339,0.0,5.0,61.586638830897044
354,N201602978,0.0,5.0,61.69102296450873
185,N201203081,0.0,5.0,61.79540709812042
338,N201601545,0.0,5.0,61.89979123173211
204,N201301183,0.0,5.0,62.0041753653438
44,N199804148,0.0,5.0,62.108559498955486
415,N201702665,0.0,5.0,62.212943632567175
336,N201601495,0.0,5.0,62.31732776617886
18,N198902201,0.0,5.0,62.42171189979055
429,N201703729,0.0,5.0,62.52609603340224
347,N201602438,0.0,5.0,62.63048016701393
9,N198600847,0.0,5.0,62.73486430062562
126,N200900366,0.0,5.0,62.839248434237305
362,N201604424,0.0,5.0,62.943632567848994
