,NIP,Cl_P1
1491,N201507212,1
1492,N201507295,1
1493,N201600014,1
1494,N201600048,1
1495,N201600057,1
1496,N201600092,1
1497,N201600106,1
1498,N201600200,1
1499,N201600271,1
1500,N201600318,1
1501,N201600324,0
1502,N201600332,1
1503,N201600339,1
1504,N201600340,1
1505,N201600360,3
1506,N201600448,1
1507,N201600462,1
1508,N201600465,1
1509,N201600474,1
1510,N201600522,1
1511,N201600542,1
1512,N201600568,1
1513,N201600593,0
1514,N201600638,3
1515,N201600650,3
1516,N201600746,1
1517,N201600751,1
1518,N201600777,3
1519,N201600874,1
1520,N201600881,1
1521,N201600902,1
1522,N201600921,3
1523,N201600999,1
1524,N201601012,1
1525,N201601042,0
1526,N201601044,1
1527,N201601048,1
1528,N201601054,1
1529,N201601079,3
1530,N201601088,1
1531,N201601103,1
1532,N201601107,3
1533,N201601127,1
1534,N201601143,1
1535,N201601163,1
1536,N201601193,3
1537,N201601207,1
1538,N201601213,1
1539,N201601235,1
1540,N201601291,3
1541,N201601334,1
1542,N201601388,1
1543,N201601400,0
1544,N201601402,1
1545,N201601414,1
1546,N201601468,1
1547,N201601471,1
1548,N201601477,1
1549,N201601495,1
1550,N201601504,1
1551,N201601523,1
1552,N201601533,1
1553,N201601537,0
1554,N201601545,1
1555,N201601580,1
1556,N201601611,1
1557,N201601632,1
1558,N201601642,1
1559,N201601693,1
1560,N201601699,1
1561,N201601713,1
1562,N201601725,1
1563,N201601749,0
1564,N201601759,3
1565,N201601766,1
1566,N201601786,1
1567,N201601796,1
1568,N201601810,1
1569,N201601833,1
1570,N201601845,1
1571,N201601874,0
1572,N201601878,1
1573,N201601888,1
1574,N201601889,1
1575,N201601894,1
1576,N201601927,1
1577,N201601930,1
1578,N201601943,1
1579,N201601947,3
1580,N201601977,1
1581,N201602001,1
1582,N201602029,1
1583,N201602030,1
1584,N201602044,1
1585,N201602105,1
1586,N201602132,1
1587,N201602149,3
1588,N201602185,1
1589,N201602241,3
1590,N201602255,3
1591,N201602290,0
1592,N201602351,1
1593,N201602387,1
1594,N201602410,1
1595,N201602424,3
1596,N201602433,3
1597,N201602437,3
1598,N201602438,1
1599,N201602439,1
1600,N201602442,1
1601,N201602455,1
1602,N201602485,3
1603,N201602492,1
1604,N201602499,1
1605,N201602537,1
1606,N201602601,1
1607,N201602604,1
1608,N201602620,1
1609,N201602671,1
1610,N201602674,1
1611,N201602685,1
1612,N201602690,1
1613,N201602822,3
1614,N201602829,1
1615,N201602854,1
1616,N201602868,3
1617,N201602880,1
1618,N201602882,1
1619,N201602884,1
1620,N201602893,1
1621,N201602942,1
1622,N201602947,1
1623,N201602975,1
1624,N201602978,1
1625,N201602984,1
1626,N201603033,1
1627,N201603059,3
1628,N201603071,1
1629,N201603101,1
1630,N201603118,1
1631,N201603149,1
1632,N201603156,1
1633,N201603175,1
1634,N201603181,1
1635,N201603237,1
1636,N201603316,1
1637,N201603351,1
1638,N201603355,1
1639,N201603385,1
1640,N201603391,1
1641,N201603430,1
1642,N201603432,1
1643,N201603461,1
1644,N201603579,1
1645,N201603590,1
1646,N201603601,1
1647,N201603614,3
1648,N201603632,1
1649,N201603639,1
1650,N201603662,1
1651,N201603669,1
1652,N201603756,1
1653,N201603775,1
1654,N201603813,3
1655,N201603840,1
1656,N201603865,1
1657,N201603873,3
1658,N201603882,1
1659,N201603891,1
1660,N201603909,1
1661,N201603916,1
1662,N201603979,1
1663,N201603992,1
1664,N201604050,1
1665,N201604086,3
1666,N201604102,0
1667,N201604109,1
1668,N201604116,3
1669,N201604140,1
1670,N201604178,1
1671,N201604187,1
1672,N201604196,1
1673,N201604243,1
1674,N201604254,1
1675,N201604326,1
1676,N201604345,1
1677,N201604347,2
1678,N201604357,1
1679,N201604379,1
1680,N201604386,1
1681,N201604390,1
1682,N201604396,1
1683,N201604416,0
1684,N201604424,1
1685,N201604425,3
1686,N201604439,1
1687,N201604466,1
1688,N201604499,1
1689,N201604500,3
1690,N201604528,1
1691,N201604552,1
1692,N201604553,1
1693,N201604571,1
1694,N201604586,1
1695,N201604639,1
1696,N201604657,1
1697,N201604665,1
1698,N201604693,1
1699,N201604699,1
1700,N201604726,1
1701,N201604744,0
1702,N201604799,1
1703,N201604804,0
1704,N201604806,1
1705,N201604828,1
1706,N201604839,1
1707,N201604851,1
1708,N201604861,3
1709,N201604865,0
1710,N201604879,3
1711,N201604898,1
1712,N201604900,1
1713,N201604914,1
1714,N201604992,1
1715,N201604995,1
1716,N201605019,1
1717,N201605063,1
1718,N201605141,1
1719,N201605145,1
1720,N201605154,1
1721,N201605211,1
1722,N201605223,3
1723,N201605301,1
1724,N201605319,0
1725,N201605336,1
1726,N201605394,1
1727,N201605428,3
1728,N201605454,1
1729,N201605498,1
1730,N201605504,3
1731,N201605517,3
1732,N201605523,1
1733,N201605558,1
1734,N201605559,1
1735,N201605563,1
1736,N201605571,1
1737,N201605580,1
1738,N201605613,1
1739,N201605653,1
1740,N201605658,0
1741,N201605662,1
1742,N201605672,1
1743,N201605685,1
1744,N201605700,0
1745,N201605814,1
1746,N201605830,1
1747,N201605844,1
1748,N201605858,3
1749,N201605864,1
1750,N201605894,1
1751,N201605901,1
1752,N201605907,1
1753,N201605963,1
1754,N201605982,1
1755,N201605989,3
1756,N201605997,1
1757,N201606025,1
1758,N201606026,1
1759,N201606032,1
1760,N201606035,1
1761,N201606087,1
1762,N201606095,1
1763,N201606126,1
1764,N201606137,1
1765,N201606140,2
1766,N201606167,1
1767,N201606182,1
1768,N201606223,1
1769,N201606226,1
1770,N201606233,1
1771,N201606239,1
1772,N201606251,1
1773,N201606262,1
1774,N201606276,1
1775,N201606277,1
1776,N201606300,1
1777,N201606302,1
1778,N201606331,1
1779,N201606340,1
1780,N201606342,1
1781,N201606396,0
1782,N201606455,1
1783,N201606466,1
1784,N201606487,1
1785,N201606509,1
1786,N201606570,2
1787,N201606611,1
1788,N201606614,3
1789,N201606661,1
1790,N201606668,1
1791,N201606671,3
1792,N201606795,1
1793,N201606805,1
1794,N201606831,1
1795,N201606838,1
1796,N201606864,1
1797,N201606896,0
1798,N201606898,1
1799,N201606956,1
1800,N201606995,1
1801,N201607001,1
1802,N201700027,1
1803,N201700038,1
1804,N201700040,1
1805,N201700043,1
1806,N201700052,1
1807,N201700109,1
1808,N201700132,1
1809,N201700140,1
1810,N201700156,1
1811,N201700195,1
1812,N201700251,0
1813,N201700258,1
1814,N201700263,1
1815,N201700312,1
1816,N201700324,1
1817,N201700328,1
1818,N201700459,1
1819,N201700479,1
1820,N201700487,3
1821,N201700502,1
1822,N201700510,1
1823,N201700512,0
1824,N201700527,1
1825,N201700531,1
1826,N201700552,1
1827,N201700670,1
1828,N201700699,1
1829,N201700704,1
1830,N201700726,1
1831,N201700735,2
1832,N201700759,1
1833,N201700788,1
1834,N201700809,3
1835,N201700810,1
1836,N201700821,1
1837,N201700822,1
1838,N201700829,0
1839,N201700845,1
1840,N201700888,1
1841,N201700901,3
1842,N201700927,1
1843,N201700965,1
1844,N201700983,3
1845,N201700986,1
1846,N201700988,1
1847,N201700989,1
1848,N201700996,1
1849,N201701000,3
1850,N201701024,1
1851,N201701045,0
1852,N201701069,1
1853,N201701090,3
1854,N201701112,1
1855,N201701124,1
1856,N201701219,1
1857,N201701285,1
1858,N201701286,1
1859,N201701287,1
1860,N201701289,1
1861,N201701367,1
1862,N201701403,1
1863,N201701405,1
1864,N201701408,1
1865,N201701410,1
1866,N201701421,1
1867,N201701458,1
1868,N201701489,1
1869,N201701493,1
1870,N201701495,3
1871,N201701530,1
1872,N201701562,3
1873,N201701589,3
1874,N201701604,1
1875,N201701652,0
1876,N201701677,1
1877,N201701794,1
1878,N201701804,1
1879,N201701811,1
1880,N201701834,1
1881,N201701835,1
1882,N201701897,1
1883,N201701982,1
1884,N201701984,3
1885,N201702012,1
1886,N201702058,3
1887,N201702071,3
1888,N201702085,3
1889,N201702089,1
1890,N201702092,2
1891,N201702099,1
1892,N201702101,1
1893,N201702104,0
1894,N201702120,1
1895,N201702122,1
1896,N201702127,1
1897,N201702132,3
1898,N201702136,1
1899,N201702140,1
1900,N201702175,1
1901,N201702214,1
1902,N201702277,0
1903,N201702296,1
1904,N201702308,1
1905,N201702310,1
1906,N201702313,1
1907,N201702314,1
1908,N201702326,1
1909,N201702359,1
1910,N201702363,1
1911,N201702400,1
1912,N201702419,3
1913,N201702444,1
1914,N201702467,1
1915,N201702486,1
1916,N201702503,1
1917,N201702512,1
1918,N201702513,2
1919,N201702543,1
1920,N201702572,1
1921,N201702593,1
1922,N201702595,1
1923,N201702614,1
1924,N201702618,0
1925,N201702638,3
1926,N201702643,1
1927,N201702654,1
1928,N201702665,1
1929,N201702677,1
1930,N201702683,1
1931,N201702685,1
1932,N201702709,1
1933,N201702712,1
1934,N201702738,2
1935,N201702758,2
1936,N201702785,1
1937,N201702796,1
1938,N201702801,3
1939,N201702804,1
1940,N201702854,1
1941,N201702859,1
1942,N201702869,1
1943,N201702877,3
1944,N201702891,3
1945,N201702898,1
1946,N201702935,1
1947,N201702948,0
1948,N201702950,1
1949,N201702953,1
1950,N201703024,1
1951,N201703039,1
1952,N201703055,1
1953,N201703058,2
1954,N201703063,1
1955,N201703101,1
1956,N201703140,0
1957,N201703170,3
1958,N201703208,3
1959,N201703213,1
1960,N201703266,1
1961,N201703303,2
1962,N201703309,1
1963,N201703312,1
1964,N201703361,1
1965,N201703420,1
1966,N201703422,0
1967,N201703423,1
1968,N201703425,1
1969,N201703428,1
1970,N201703467,0
1971,N201703469,1
1972,N201703472,0
1973,N201703473,1
1974,N201703475,1
1975,N201703500,1
1976,N201703504,1
1977,N201703505,1
1978,N201703559,1
1979,N201703570,1
1980,N201703575,0
1981,N201703594,1
1982,N201703601,1
1983,N201703605,1
1984,N201703607,1
1985,N201703614,0
1986,N201703625,1
1987,N201703635,1
1988,N201703646,3
1989,N201703652,1
1990,N201703680,2
1991,N201703703,1
1992,N201703727,1
1993,N201703729,1
1994,N201703765,1
1995,N201703786,1
1996,N201703844,1
1997,N201703896,1
1998,N201703915,3
1999,N201703918,3
2000,N201703931,2
2001,N201703939,1
2002,N201704012,1
2003,N201704032,0
2004,N201704034,3
2005,N201704042,1
2006,N201704048,1
2007,N201704100,1
2008,N201704130,3
2009,N201704135,1
2010,N201704172,1
2011,N201704195,2
2012,N201704205,3
2013,N201704212,1
2014,N201704235,3
2015,N201704240,1
2016,N201704271,1
2017,N201704292,3
2018,N201704301,1
2019,N201704304,1
2020,N201704319,1
2021,N201704342,3
2022,N201704378,0
2023,N201704386,1
2024,N201704390,2
2025,N201704392,3
2026,N201704399,1
2027,N201704429,1
2028,N201704448,3
2029,N201704450,1
2030,N201704461,3
2031,N201704484,1
2032,N201704485,1
2033,N201704493,1
2034,N201704504,2
2035,N201704527,1
2036,N201704552,1
2037,N201704556,1
2038,N201704582,1
2039,N201704592,1
2040,N201704616,1
2041,N201704657,3
2042,N201704660,1
2043,N201704669,1
2044,N201704674,1
2045,N201704676,1
2046,N201704683,1
2047,N201704685,1
2048,N201704690,1
2049,N201704717,1
2050,N201704730,1
2051,N201704766,3
2052,N201704790,1
2053,N201704797,1
2054,N201704814,3
2055,N201704851,2
2056,N201704907,3
2057,N201704920,0
2058,N201704922,1
2059,N201704936,1
2060,N201704959,1
2061,N201704964,1
2062,N201704974,1
2063,N201705025,1
2064,N201705027,0
2065,N201705029,1
2066,N201705033,1
2067,N201705038,1
2068,N201705049,1
2069,N201705090,1
2070,N201705113,1
2071,N201705121,3
2072,N201705130,3
2073,N201705133,0
2074,N201705136,0
2075,N201705137,1
2076,N201705151,1
2077,N201705163,1
2078,N201705173,1
2079,N201705183,1
2080,N201705186,1
2081,N201705187,3
2082,N201705223,1
2083,N201705254,3
2084,N201705259,1
2085,N201705288,1
2086,N201705306,1
2087,N201705314,1
2088,N201705336,3
2089,N201705344,1
2090,N201705359,1
2091,N201705366,0
2092,N201705382,1
2093,N201705402,1
2094,N201705404,1
2095,N201705431,1
2096,N201705441,1
2097,N201705443,1
2098,N201705460,3
2099,N201705488,3
2100,N201705492,1
2101,N201705512,1
2102,N201705552,0
2103,N201705575,3
2104,N201705576,1
2105,N201705589,1
2106,N201705604,1
2107,N201705655,3
2108,N201705657,1
2109,N201705689,1
2110,N201705694,1
2111,N201705701,3
2112,N201705703,1
2113,N201705705,1
2114,N201705720,0
2115,N201705734,1
2116,N201705746,1
2117,N201705747,1
2118,N201705756,3
2119,N201705773,1
2120,N201705774,3
2121,N201705779,1
2122,N201705786,1
2123,N201705787,1
2124,N201705791,1
2125,N201705792,1
2126,N201705803,1
2127,N201705821,1
2128,N201705823,3
2129,N201705838,1
2130,N201705841,3
2131,N201705845,3
2132,N201705896,1
2133,N201705904,3
2134,N201705916,1
2135,N201705921,3
2136,N201705929,1
2137,N201705930,3
2138,N201705940,3
2139,N201705970,1
2140,N201705976,0
2141,N201706009,1
2142,N201706024,3
2143,N201706031,3
2144,N201706044,1
2145,N201706065,2
2146,N201706072,1
2147,N201706074,2
2148,N201706080,1
2149,N201706107,3
2150,N201706115,1
2151,N201706116,1
2152,N201706120,1
2153,N201706141,3
2154,N201706142,3
2155,N201706169,3
2156,N201706175,0
2157,N201706192,1
2158,N201706205,1
2159,N201706214,1
2160,N201706232,1
2161,N201706241,1
2162,N201706242,0
2163,N201706246,1
2164,N201706256,3
2165,N201706261,3
2166,N201706263,3
2167,N201706265,1
2168,N201706268,3
2169,N201706279,3
2170,N201706288,1
2171,N201706312,1
2172,N201706387,2
2173,N201706424,3
2174,N201706437,2
2175,N201706455,1
2176,N201706458,3
2177,N201706481,3
2178,N201706483,2
2179,N201706490,1
2180,N201706493,1
2181,N201706500,1
2182,N201706511,3
2183,N201706541,3
2184,N201706571,0
2185,N201706598,1
2186,N201706624,1
2187,N201706629,3
2188,N201706636,1
2189,N201706638,1
2190,N201706657,1
2191,N201706686,3
2192,N201706704,2
2193,N201706717,1
2194,N201706727,2
2195,N201706728,0
2196,N201706768,1
2197,N201706805,1
2198,N201706812,1
2199,N201706816,2
2200,N201706823,3
2201,N201706858,1
2202,N201706868,1
2203,N201706884,3
2204,N201706898,1
2205,N201706912,0
2206,N201706927,1
2207,N201706937,3
2208,N201706962,2
2209,N201706982,1
2210,N201706998,1
2211,N201707021,3
2212,N201707026,1
2213,N201707031,1
2214,N201707059,1
2215,N201707073,2
2216,N201707096,2
2217,N201707100,2
2218,N201707102,0
2219,N201707127,3
2220,N201707185,3
2221,N201707206,1
2222,N201707211,3
2223,N201707219,1
2224,N201707224,2
2225,N201707227,0
2226,N201707233,3
2227,N201707238,3
2228,N201707255,3
2229,N201800012,1
2230,N201800021,1
2231,N201800032,3
2232,N201800036,2
2233,N201800037,3
2234,N201800045,3
2235,N201800053,1
2236,N201800055,1
2237,N201800058,2
2238,N201800083,3
2239,N201800097,1
2240,N201800102,3
2241,N201800109,1
2242,N201800138,1
2243,N201800142,3
2244,N201800152,3
2245,N201800156,0
2246,N201800160,3
2247,N201800189,1
2248,N201800199,0
2249,N201800207,0
2250,N201800233,2
2251,N201800237,1
2252,N201800257,1
2253,N201800270,1
2254,N201800278,1
2255,N201800285,1
2256,N201800294,3
2257,N201800313,3
2258,N201800315,2
2259,N201800319,1
2260,N201800325,1
2261,N201800369,3
2262,N201800411,3
2263,N201800416,1
2264,N201800429,1
2265,N201800438,3
2266,N201800444,3
2267,N201800473,1
2268,N201800483,3
2269,N201800486,3
2270,N201800517,0
2271,N201800520,1
2272,N201800524,1
2273,N201800525,0
2274,N201800526,1
2275,N201800553,3
2276,N201800558,1
2277,N201800561,2
2278,N201800564,1
2279,N201800566,2
2280,N201800581,1
2281,N201800589,1
2282,N201800599,1
2283,N201800610,3
2284,N201800612,2
2285,N201800624,1
2286,N201800626,1
2287,N201800648,3
2288,N201800660,1
2289,N201800709,1
2290,N201800711,3
2291,N201800720,1
2292,N201800742,0
2293,N201800743,3
2294,N201800759,1
2295,N201800766,1
2296,N201800768,1
2297,N201800770,3
2298,N201800771,1
2299,N201800775,1
2300,N201800777,2
2301,N201800808,0
2302,N201800820,1
2303,N201800823,1
2304,N201800829,1
2305,N201800863,3
2306,N201800865,3
2307,N201800869,2
2308,N201800871,1
2309,N201800874,1
2310,N201800911,3
2311,N201800916,3
2312,N201800929,1
2313,N201800932,3
2314,N201800948,3
2315,N201800960,1
2316,N201800967,0
2317,N201800972,3
2318,N201800983,1
2319,N201800987,1
2320,N201800999,1
2321,N201801005,1
2322,N201801008,3
2323,N201801013,3
2324,N201801031,1
2325,N201801033,1
2326,N201801047,2
2327,N201801051,3
2328,N201801065,1
2329,N201801079,3
2330,N201801109,3
2331,N201801122,3
2332,N201801130,1
2333,N201801154,1
2334,N201801174,0
2335,N201801177,3
2336,N201801181,0
2337,N201801201,1
2338,N201801202,1
2339,N201801212,1
2340,N201801228,1
2341,N201801236,1
2342,N201801247,3
2343,N201801248,3
2344,N201801264,3
2345,N201801284,0
2346,N201801294,3
2347,N201801296,1
2348,N201801309,0
2349,N201801313,3
2350,N201801322,3
2351,N201801356,3
2352,N201801374,1
2353,N201801408,1
2354,N201801413,3
2355,N201801415,0
2356,N201801422,1
2357,N201801432,1
2358,N201801449,2
2359,N201801450,3
2360,N201801472,3
2361,N201801474,3
2362,N201801476,1
2363,N201801484,1
2364,N201801491,3
2365,N201801509,3
2366,N201801517,3
2367,N201801520,3
2368,N201801529,3
2369,N201801535,3
2370,N201801540,3
2371,N201801548,1
2372,N201801554,2
2373,N201801571,0
2374,N201801591,3
2375,N201801604,3
2376,N201801614,3
2377,N201801628,2
2378,N201801651,3
2379,N201801668,3
2380,N201801679,2
2381,N201801696,1
2382,N201801707,1
2383,N201801710,3
2384,N201801721,3
2385,N201801732,1
2386,N201801734,3
2387,N201801736,1
2388,N201801746,3
2389,N201801760,3
2390,N201801774,3
2391,N201801798,3
2392,N201801800,3
2393,N201801821,0
2394,N201801833,2
2395,N201801837,3
2396,N201801840,3
2397,N201801854,0
2398,N201801863,3
2399,N201801864,3
2400,N201801868,2
2401,N201801880,3
2402,N201801888,1
2403,N201801890,0
2404,N201801894,1
2405,N201801899,1
2406,N201801910,1
2407,N201801912,0
2408,N201801916,0
2409,N201801956,1
2410,N201801958,3
2411,N201801960,3
2412,N201801964,3
2413,N201801968,1
2414,N201801978,1
2415,N201801981,3
2416,N201801982,3
2417,N201801987,3
2418,N201801997,3
2419,N201801999,1
2420,N201802002,3
2421,N201802015,1
2422,N201802027,1
2423,N201802029,1
2424,N201802043,3
2425,N201802048,1
2426,N201802070,1
2427,N201802082,3
2428,N201802083,3
2429,N201802120,1
2430,N201802127,3
2431,N201802143,3
2432,N201802150,3
2433,N201802158,3
2434,N201802169,3
2435,N201802199,3
2436,N201802204,3
2437,N201802212,3
2438,N201802226,3
2439,N201802231,1
2440,N201802232,1
2441,N201802258,3
2442,N201802260,1
2443,N201802263,3
2444,N201802265,2
2445,N201802296,2
2446,N201802309,1
2447,N201802314,3
2448,N201802317,3
2449,N201802323,3
2450,N201802324,3
2451,N201802346,1
2452,N201802352,0
2453,N201802353,1
2454,N201802363,3
2455,N201802380,1
2456,N201802393,1
2457,N201802410,3
2458,N201802419,1
2459,N201802424,1
2460,N201802434,3
2461,N201802435,1
2462,N201802442,3
2463,N201802485,1
2464,N201802492,3
2465,N201802501,1
2466,N201802506,3
2467,N201802516,1
2468,N201802518,3
2469,N201802519,3
2470,N201802529,1
2471,N201802532,3
2472,N201802542,3
2473,N201802545,0
2474,N201802563,0
2475,N201802571,2
2476,N201802572,3
2477,N201802588,1
2478,N201802598,3
2479,N201802601,2
2480,N201802618,3
2481,N201802626,1
2482,N201802630,1
2483,N201802633,3
2484,N201802638,1
2485,N201802653,0
2486,N201802676,0
2487,N201802681,3
2488,N201802685,3
2489,N201802691,2
2490,N201802694,3
2491,N201802708,0
2492,N201802709,3
2493,N201802710,1
2494,N201802724,3
2495,N201802729,3
2496,N201802734,3
2497,N201802754,3
2498,N201802755,1
2499,N201802765,2
2500,N201802777,3
2501,N201802802,2
2502,N201802822,3
2503,N201802826,1
2504,N201802829,1
2505,N201802834,3
2506,N201802836,3
2507,N201802843,3
2508,N201802848,1
2509,N201802850,1
2510,N201802854,3
2511,N201802856,3
2512,N201802863,3
2513,N201802880,3
2514,N201802883,3
2515,N201802894,3
2516,N201802900,1
2517,N201802912,1
2518,N201802929,3
2519,N201802935,1
2520,N201802938,3
2521,N201802947,1
2522,N201802952,1
2523,N201802958,1
2524,N201802961,1
2525,N201802966,1
2526,N201802974,1
2527,N201802993,2
2528,N201803002,3
2529,N201803006,0
2530,N201803014,3
2531,N201803028,3
2532,N201803036,2
2533,N201803041,3
2534,N201803066,0
2535,N201803073,3
2536,N201803093,3
2537,N201803106,1
2538,N201803109,1
2539,N201803120,1
2540,N201803124,1
2541,N201803125,3
2542,N201803134,3
2543,N201803145,3
2544,N201803148,1
2545,N201803152,0
2546,N201803153,1
2547,N201803158,1
2548,N201803161,1
2549,N201803184,3
2550,N201803185,3
2551,N201803187,3
2552,N201803188,3
2553,N201803203,1
2554,N201803204,3
2555,N201803215,2
2556,N201803217,3
2557,N201803237,2
2558,N201803250,1
2559,N201803255,3
2560,N201803280,3
2561,N201803283,3
2562,N201803287,1
2563,N201803298,3
2564,N201803299,1
2565,N201803311,1
2566,N201803318,1
2567,N201803332,1
2568,N201803339,1
2569,N201803347,3
2570,N201803349,3
2571,N201803359,1
2572,N201803362,1
2573,N201803371,3
2574,N201803414,3
2575,N201803415,3
2576,N201803419,1
2577,N201803420,1
2578,N201803436,3
2579,N201803450,3
2580,N201803452,3
2581,N201803456,1
2582,N201803465,3
2583,N201803468,3
2584,N201803494,1
2585,N201803500,1
2586,N201803514,1
2587,N201803520,3
2588,N201803528,3
2589,N201803550,2
2590,N201803561,3
2591,N201803562,3
2592,N201803567,3
2593,N201803577,1
2594,N201803581,3
2595,N201803583,1
2596,N201803592,3
2597,N201803601,3
2598,N201803612,1
2599,N201803618,3
2600,N201803622,1
2601,N201803632,3
2602,N201803635,3
2603,N201803641,2
2604,N201803645,2
2605,N201803670,1
2606,N201803672,3
2607,N201803679,3
2608,N201803684,3
2609,N201803686,3
2610,N201803689,3
2611,N201803697,3
2612,N201803703,1
2613,N201803713,1
2614,N201803721,3
2615,N201803723,3
2616,N201803724,3
2617,N201803725,1
2618,N201803740,1
2619,N201803742,3
2620,N201803750,1
2621,N201803759,3
2622,N201803763,3
2623,N201803767,3
2624,N201803768,1
2625,N201803770,0
2626,N201803772,3
2627,N201803775,1
2628,N201803776,1
2629,N201803788,3
2630,N201803790,1
2631,N201803792,2
2632,N201803799,1
2633,N201803804,3
2634,N201803806,3
2635,N201803807,0
2636,N201803810,1
2637,N201803826,1
2638,N201803830,3
2639,N201803840,3
2640,N201803870,1
2641,N201803877,3
2642,N201803888,1
2643,N201803893,1
2644,N201803895,1
2645,N201803896,3
2646,N201803897,1
2647,N201803904,3
2648,N201803917,1
2649,N201803919,1
2650,N201803924,1
2651,N201803927,3
2652,N201803964,1
2653,N201803967,1
2654,N201803969,3
2655,N201803974,1
2656,N201803976,2
2657,N201803998,0
2658,N201803999,3
2659,N201804002,2
2660,N201804011,3
2661,N201804032,1
2662,N201804037,1
2663,N201804044,3
2664,N201804050,1
2665,N201804073,1
2666,N201804085,0
2667,N201804104,3
2668,N201804110,1
2669,N201804119,1
2670,N201804131,1
2671,N201804149,1
2672,N201804150,1
2673,N201804153,1
2674,N201804158,1
2675,N201804159,3
2676,N201804165,1
2677,N201804171,0
2678,N201804175,3
2679,N201804178,1
2680,N201804192,2
2681,N201804206,1
2682,N201804207,3
2683,N201804213,3
2684,N201804215,3
2685,N201804216,3
2686,N201804221,3
2687,N201804223,3
2688,N201804224,3
2689,N201804229,2
2690,N201804238,1
2691,N201804239,0
2692,N201804251,1
2693,N201804253,1
2694,N201804263,1
2695,N201804267,1
2696,N201804307,3
2697,N201804316,1
2698,N201804317,1
2699,N201804328,1
2700,N201804329,3
2701,N201804330,1
2702,N201804343,1
2703,N201804352,1
2704,N201804353,1
2705,N201804362,3
2706,N201804374,1
2707,N201804384,3
2708,N201804388,2
2709,N201804398,3
2710,N201804400,2
2711,N201804401,0
2712,N201804406,1
2713,N201804413,1
2714,N201804420,3
2715,N201804428,3
2716,N201804453,0
2717,N201804462,1
2718,N201804465,3
2719,N201804469,2
2720,N201804479,3
2721,N201804518,3
2722,N201804523,3
2723,N201804528,3
2724,N201804530,3
2725,N201804542,3
2726,N201804546,1
2727,N201804556,1
2728,N201804557,1
2729,N201804562,3
2730,N201804563,3
2731,N201804565,3
2732,N201804566,3
2733,N201804567,3
2734,N201804568,1
2735,N201804570,3
2736,N201804581,3
2737,N201804586,3
2738,N201804603,3
2739,N201804618,3
2740,N201804624,3
2741,N201804628,2
2742,N201804632,3
2743,N201804637,3
2744,N201804651,3
2745,N201804653,1
2746,N201804656,1
2747,N201804663,3
2748,N201804681,3
2749,N201804694,2
2750,N201804696,3
2751,N201804697,3
2752,N201804703,2
2753,N201804723,3
2754,N201804725,3
2755,N201804734,1
2756,N201804738,3
2757,N201804739,3
2758,N201804744,1
2759,N201804755,1
2760,N201804759,3
2761,N201804761,3
2762,N201804767,3
2763,N201804779,2
2764,N201804780,0
2765,N201804788,1
2766,N201804789,1
2767,N201804792,3
2768,N201804813,3
2769,N201804819,0
2770,N201804824,1
2771,N201804825,1
2772,N201804826,1
2773,N201804831,0
2774,N201804845,1
2775,N201804847,1
2776,N201804852,3
2777,N201804857,3
2778,N201804871,3
2779,N201804880,3
2780,N201804883,1
2781,N201804887,1
2782,N201804888,1
2783,N201804891,1
2784,N201804892,1
2785,N201804902,1
2786,N201804914,3
2787,N201804921,1
2788,N201804923,3
2789,N201804926,3
2790,N201804938,3
2791,N201804943,3
2792,N201804951,1
2793,N201804955,3
2794,N201804956,3
2795,N201804959,3
2796,N201804971,3
2797,N201804973,1
2798,N201804976,3
2799,N201804989,3
2800,N201805007,3
2801,N201805010,1
2802,N201805017,1
2803,N201805021,3
2804,N201805024,2
2805,N201805042,1
2806,N201805043,3
2807,N201805044,0
2808,N201805045,1
2809,N201805053,1
2810,N201805059,3
2811,N201805065,3
2812,N201805068,1
2813,N201805078,3
2814,N201805099,3
2815,N201805100,3
2816,N201805107,3
2817,N201805108,1
2818,N201805109,1
2819,N201805111,3
2820,N201805112,1
2821,N201805117,1
2822,N201805125,1
2823,N201805127,0
2824,N201805128,1
2825,N201805130,1
2826,N201805131,1
2827,N201805132,1
2828,N201805133,1
2829,N201805138,1
2830,N201805151,3
2831,N201805161,3
2832,N201805163,1
2833,N201805166,3
2834,N201805167,1
2835,N201805168,3
2836,N201805169,3
2837,N201805172,3
2838,N201805179,1
2839,N201805184,0
2840,N201805185,1
2841,N201805186,2
2842,N201805191,1
2843,N201805195,2
2844,N201805196,0
2845,N201805198,1
2846,N201805208,0
2847,N201805209,0
2848,N201805217,3
2849,N201805231,1
2850,N201805242,0
2851,N201805247,1
2852,N201805250,3
2853,N201805251,3
2854,N201805255,2
2855,N201805256,1
2856,N201805263,3
2857,N201805268,1
2858,N201805272,3
2859,N201805281,1
2860,N201805284,1
2861,N201805285,3
2862,N201805292,2
2863,N201805298,2
2864,N201805301,1
2865,N201805304,3
2866,N201805305,1
2867,N201805306,1
2868,N201805313,1
2869,N201805325,1
2870,N201805326,1
2871,N201805328,1
2872,N201805332,3
2873,N201805338,3
2874,N201805343,3
2875,N201805356,1
2876,N201805357,1
2877,N201805364,3
2878,N201805381,1
2879,N201805383,1
2880,N201805388,1
2881,N201805410,1
2882,N201805429,1
2883,N201805436,1
2884,N201805439,3
2885,N201805440,3
2886,N201805442,3
2887,N201805444,3
2888,N201805448,3
